순번,기관명,행사명,주관기관명,행사지역,행사장소,기술 분류,해시태그,행사기간-시작일,행사기간-종료일
467,연구개발특구진흥재단,2023 소프트웨어(SW) 교육 페스티벌,한국과학창의재단,대덕특구,킨텍스,"IT,기타",#소프트웨어 #교육,2023-11-03,2023-11-04
468,연구개발특구진흥재단,제10회 광주디자인비엔날레,(재)광주디자인진흥원,광주특구,광주비엔날레전시관 등 광주 시내 일원,CT,#Technology Lifestyle #Culture #Business #Design #광주 #비엔날레 #전시,2023-09-07,2023-11-07
469,연구개발특구진흥재단,대전효문화뿌리축제,"문화체육관광부, 대전광역시",대덕특구,뿌리공원 및 원도심 일원,기타,#효문화 #뿌리 축제,2023-10-13,2023-10-15
470,연구개발특구진흥재단,[제14회대전효문화뿌리축제] 전국효문화청소년페스티벌 ,대전광역시 중구,대덕특구,뿌리공원 일원,기타,#전국효문화 #청소년페스티벌,2023-10-14,2023-10-14
471,전북연구개발특구 기술업화팀,2023 전북 직업계고 취업박람회,전북연구개발특구,전북특구,전북테크비즈센터 ,기타,#일자리 #취업 #박람회,2023-09-19,2023-09-19
472,연구개발특구진흥재단,2023 인공지능대학원 심포지엄,"인공지능대학원협의회, 정보통신기획평가원",대덕특구,코엑스,"IT,기타",#인공지능 #대학원 #심포지엄,2023-08-17,2023-08-18
473,연구개발특구진흥재단,2023 산청세계전통의약항노화엑스포,"보건복지부, 경상남도, 산청군",대덕특구,경상남도 산청군 동의보감촌 일원,기타,#항노화엑스포,2023-09-15,2023-10-19
474,연구개발특구진흥재단,서울 ADEX 2023 (서울 국제 항공우주 및 방위산업 전시회 2023),서울 ADEX 공동운영본부,대덕특구,서울공항,기타,#서울 #ADEX,2023-10-17,2023-10-22
475,연구개발특구진흥재단,2023 ICT 이노베이션스퀘어 확산사업,"한국표준협회, 충청권 ICT이노베이션스퀘어, 사람투자",대덕특구,"대전, 상세주소는 수강신청 후 문의","IT,기타",#이노베이션스퀘어 #확산사업,2023-09-18,2023-11-17
476,연구개발특구진흥재단,2023 서울 바이오 이코노미 포럼,보건복지부,대덕특구,중소기업중앙회 KBIZ홀,기타,#바이오 #이코노미,2023-08-31,2023-08-31
477,연구개발특구진흥재단,2023 대한민국 해양안전엑스포,"해양수산부, 부산광역시",부산특구,벡스코,기타,#해양안전엑스포,2023-09-04,2023-09-06
478,연구개발특구진흥재단,GPKOL 국제 심포지엄,"보건복지부, 한국보건산업진흥원, 한국제약바이오협회",대덕특구,양재 엘타워 엘하우스 BF,"BT,기타",#심포지엄,2023-09-07,2023-09-08
479,연구개발특구진흥재단,2023년 과학기술분야 정부출연(연) 온라인 공동채용 설명회,국가과학기술연구회,대덕특구,온라인,기타,#과학기술분야 #정부출연 #온라인 #공동채용,2023-08-29,2023-09-01
480,연구개발특구진흥재단,2023년 과학기술분야 정부출연(연) 온라인 공동채용 설명회,국가과학기술연구회,대덕특구,온라인,기타,#과학기술분야 #정부출연 #온라인 #공동채용,2023-09-05,2023-09-06
481,연구개발특구진흥재단,제30회 광주세계김치축제 대한민국 김치 경연대회,세계김치연구소,광주특구,광주김치타운 다목적체험관,기타,#광주 #세계 #김치축제,2023-09-04,2023-09-04
482,연구개발특구진흥재단,제30회 광주세계김치축제 김치응용요리 경연대회,세계김치연구소,광주특구,광주김치타운 다목적체험관,기타,#광주 #세계 #김치축제,2023-09-04,2023-09-04
483,연구개발특구진흥재단,제1회 전북청년 빅데이터 경진대회,한국식품연구원,전북특구,온라인,기타,#전북청년 #빅데이터 #경진대회,2023-09-08,2023-09-08
484,연구개발특구진흥재단,내가 찍은 여름 대전0시축제 사진 공모전,대전광역시,대덕특구,온라인,기타,#대전 #0시 축제,2023-09-01,2023-09-01
485,연구개발특구진흥재단,코리아 메타버스 페스티벌 2023,"정보통신산업진흥원, 한국메타버스산업협회, 메타버스얼라이언스",대덕특구,코엑스,"IT,기타",#메타버스 #페스티벌,2023-10-16,2023-10-18
486,연구개발특구진흥재단,스마트클라우드쇼 2023 (제13회 스마트클라우드쇼),"조선비즈, 정보통신산업진흥원",대덕특구,서울 웨스틴 조선호텔 그랜드볼룸,"IT,기타",#스마트클라우드쇼,2023-09-21,2023-09-21
487,연구개발특구진흥재단, ISEC 2023(제17회 국제 시큐리티 콘퍼런스),"한국인터넷진흥원, 한국CISO협의회, ISC2, (주)더비엔",대덕특구,코엑스,"IT,기타",#ISEC,2023-09-19,2023-09-20
488,연구개발특구진흥재단,제9회 대전국제아트쇼,대전국제아트쇼 운영위원회,대덕특구,대전컨벤션센터,기타,#대전국제아트쇼,2023-11-16,2023-11-19
489,연구개발특구진흥재단,창덕궁 달빛기행,한국문화재재단,대덕특구,창덕궁,기타,#창덕궁,2023-09-07,2023-10-22
490,연구개발특구진흥재단,서울라이트 DDP,서울특별시/서울디자인재단,대덕특구,동대문디자인플라자,"IT,기타",#서울라이트,2023-08-31,2023-09-10
491,연구개발특구진흥재단,"바이오·의료 유망기술 설명회(의약품, 건강기능식품)","연구개발특구진흥재단, 한국보건산업진흥원",강소특구,"코엑스 컨퍼런스룸 301호, 303~306호",BT,#연구개발특구진흥재단 #한국보건산업진흥원 #기술사업화 #과학기술,2023-08-31,2023-08-31
492,연구개발특구진흥재단,사이사이 페스티벌, 금산 중도·하옥 도시재생 현장지원센터,대덕특구,충남 금산 금빛시장 앞 건삼전길 골목 일대,기타,#사이사이,2023-09-02,2023-09-02
493,연구개발특구진흥재단,2023 ETRI-기술보증기금 사업화유망기술 설명회,"한국전자통신연구원, 기술보증기금",대덕특구,"ETRI 융합기술연구생산센터 2층 대회의실, 224호","IT,기타",#사업화유망기술,2023-08-29,2023-08-29
494,연구개발특구진흥재단 강소특구육성2팀,포항강소특구 대/중견기업 상생협력 교류회,포항공과대학교,과학벨트,포항 체인지업그라운드(포항공과대학교),"IT,BT,ET,NT,기타",#강소연구개발특구 #대기업 #상생교류 #대웅제약 #현대자동차 #SK에코플랜트 #LG전자,2023-08-23,2023-08-23
495,연구개발특구진흥재단,2023 올댓트래블,"ATT조직위원회, 한국관광스타트업협회",대덕특구,코엑스,"IT,기타",#올댓트래블,2023-08-24,2023-08-27
496,연구개발특구진흥재단,2023 서울 팝 컬처 컨벤션,㈜엑스포럼,대덕특구,코엑스,"IT,기타",#팝 컬처,2023-08-25,2023-08-27
497,연구개발특구진흥재단,MIND23 : 오늘도 멈추지 않는 IT인들,"EO, 고려대학교 크림슨창업지원단, 브라이언임팩트재단",대덕특구,고려대학교 서울캠퍼스 인촌기념관,"IT,기타",#IT,2023-08-27,2023-08-27
498,연구개발특구진흥재단,9th DX Forum : 데이터 기반의 ESG 디지털 전환,부산테크노파크,부산특구,부산 빅데이터 혁신센터,"IT,기타",#DX #ESG #디지털 전환,2023-08-31,2023-08-31
499,연구개발특구진흥재단,스마트시티엑스포,"LH(한국토지주택공사), K-WATER, KINTEX",대덕특구,킨텍스,"IT,기타",#스마트시티 #엑스포,2023-09-06,2023-09-08
500,연구개발특구진흥재단,2023 에코 라이프스타일 페어,"ELF추진위원회, 마이스피플(주)",과학벨트,창원컨벤션센터(CECO) 제2전시장,"ET,기타",#라이프스타일,2023-09-07,2023-09-09
501,연구개발특구진흥재단,제7회차 스케일업 상시 투자유치 지원 프로그램 희망기업 신청 안내,대구스케일업허브,대구특구,대구스케일업허브 2층 미팅룸3,"BT,NT,기타",#전문성 #투자유치 #바이오 #헬스케어 #소부장 #멘토링,2023-08-31,2023-08-31
502,강소특구육성1팀,2023년 범부처 공공기술이전 사업화 로드쇼,연구개발특구진흥재단,과학벨트,연세대학교 백양누리(신촌),"IT,BT,CT,ET,NT,ST",#기술사업화 #연구개발특구 #과학기술 #전문성,2023-09-12,2023-09-12
503,연구개발특구진흥재단,제22회 INNIPOLIS AI 세미,연구개발특구진흥재단,대덕특구,대덕테크비즈센터 1층 콜라보홀,IT,#네이버 #네이버클라우드 #하정우 #대덕특구50주년 #AI #AI전쟁 #연구개발특구진흥재단 #AI특성화기업 #AI역량강화,2023-08-30,2023-08-30
504,연구개발특구진흥재단,2023 온라인 특별전시 오픈 이벤트,국립중앙과학관,대덕특구,온라인,기타,#온라인 #특별전시,2023-08-22,2023-08-28
505,연구개발특구진흥재단,『종의 기원담』 로봇에 깃든 생명 이야기,서울시립과학관,대덕특구,서울시립과학관 1층 사이언스홀,기타,#종 #기원,2023-08-30,2023-08-30
506,연구개발특구진흥재단,2023 국제백신산업포럼(IVIF 2023),"경북바이오산업연구원, 국제백신연구소",대덕특구,안동국제컨벤션센터,"BT,기타",#국제백신산업,2023-09-14,2023-09-14
507,연구개발특구진흥재단,바이오헬스데이터활용교육,"국립보건원, 질병관리청, 한국보건산업진흥원, 쓰리빅스",대덕특구,바이오헬스 빅데이터분석센터,"BT,기타",#바이오헬스 #데이터 #활용교육,2023-08-30,2023-08-31
508,광주연구개발특구 기획경영실,<전문가 콜로키움> “사회변동과 시민사회의 전망”,"전남대학교 5.18연구소, 광주NGO시민재단, 광주NGO지원센터",광주특구,광주NGO지원센터 시민마루,기타,#사회변동 #시민사회,2023-09-04,2024-01-08
509,광주연구개발특구 기획경영실,전남대학교 스토리움 들불야학 전시 안내,전남대학교 5.18.연구소,광주특구,전남대학교 스토리움,기타,#들불야학,2023-08-14,2023-09-27
510,광주연구개발특구 기획경영실,"글로벌 빅테크 기업과 함께하는 혁신성장의 기회, 국제 투자유치 포럼",광주경제자유구역청,광주특구,광주 김대중컨벤션센터 전시장,"IT,BT,CT,ET,NT,ST",#글로벌 #빅테크 #기업,2023-09-14,2023-09-14
511,광주연구개발특구 기획경영실,The 1st International Symposium of ICT Fishery Resources Management Research Institute (FMRI), ICT수산자원관리연구소,광주특구,전남대학교 여수캠퍼스 산학연구관 합동강의실,"IT,CT",#ICT,2023-09-13,2023-09-14
512,광주연구개발특구 기획경영실,2023년 BK21 기후지능형간척지농업교육연구팀 지역·바이오시스템공학과 합동 총회,전남대학교,광주특구,농업생명과학대학 1호관 102호,기타,#BK21 #기후지능형간척지,2023-09-01,2023-09-01
513,광주연구개발특구 기획경영실,2023 문화유산연구소 전국학술대회 <광주 무등산 관부 화전놀이의 배경과 실상>,"문화재청, 광주광역시/전남대학교 문화유산연구소",광주특구, 전남대학교 공과대학 2호관 101강당,기타,#문화유산연구소,2023-09-01,2023-09-01
514,광주연구개발특구 기획경영실,전남대학교 미래의학의 비전 국제 심포지엄,"전남대학교, 전남대학교병원, 피츠버그대학교 의과대학, 피츠버그대학교",광주특구,전남대학교 의과대학(학동) 명학회관 대강당,기타,#미래의학 #국제 심포지엄,2023-08-30,2023-08-30
515,광주연구개발특구 기획경영실,제2회 광주 사회적경제 박람회,전남대학교 지역개발연구소,광주특구,광주 김대중컨벤션센터 전시장,기타,#광주 #사회적경제,2023-08-26,2023-08-26
516,광주연구개발특구 기획경영실,산업전환 공동훈련센터「탄소중립 실현을 위한 폐플라스틱 자원화와 바이오매스 생산기술」 세미나 개최,"산업전환 공동훈련센터,전남녹색환경지원센터,여수시·여수산단공동발전협의회",광주특구,전남대학교 여수캠퍼스 산학연구관 105호 합동강의실,기타,#산업전환 ,2023-08-24,2023-08-24
517,연구개발특구진흥재단,제19회 국제특허정보박람회,한국특허정보원,대덕특구,인터컨티넨탈 서울 코엑스 하모니볼룸,기타,#국제특허정보박람회,2023-08-31,2023-09-01
518,대구특구본부,[대구특구] 국가기술전략분야 유망연구자 기술설명회,연구개발특구진흥재단 대구본부,대구특구," 대구창업캠퍼스 다목적홀(대구 북구 옥산로 111, 대구은행 제2본점 4층)",ET,#유망연구자,2023-08-30,2023-08-30
519,강소특구육성2팀,전남 나주 강소특구 합동 워크숍,한국전력공사,과학벨트,광주 서구 더워크,"IT,BT,CT,ET,NT",#연구개발특구 #기술사업화 #나주강소특구#네트워크,2023-09-07,2023-09-08
520,연구개발특구진흥재단,제6회 딥테크 혁신성장포럼,연구개발특구진흥재단,대덕특구,D-SQUARE 973,기타,#딥테크,2023-08-31,2023-08-31
521,연구개발특구진흥재단,2023년 달성 청년 창업아카데미 1기 참가자 모집,"달성군청, 대구경북과학기술원 청년혁신센터",대구특구,달성청년혁신센터 3층 스타트업 카페,기타,#전문성 #멘토링 #교육 #청년,2023-08-22,2023-10-24
522,연구개발특구진흥재단,2023 특별기획 『인문학과 함께하는 브런치콘서트』 ,대구광역시동구문화재단,대구특구,대구 아양아트센터 아양홀,"CT,기타",#전문성 #인문학 #교육 #문화예술,2023-03-14,2023-11-08
523,연구개발특구진흥재단,2023 달성문화기획학교 교육생모집,"달성군, 달성문화도시센터",대구특구,달성군여성문화복지센터 별관동 5층 회의실,"CT,기타",#전문성 #문화예술 #교육 #마을기획,2023-08-28,2023-12-12
524,연구개발특구진흥재단,"디지털 바이오, 우리 몸의 비밀을밝히다",국립대구과학관,대구특구,국립대구과학관 본관 1층 사이언트리홀,BT,#전문성 #과학기술 #교육 #바이오 #BT #대구특구 #국립대구과학관,2023-09-09,2023-09-09
525,연구개발특구진흥재단,2023 국립대구과학관 과학문화 예술공연 뮤지컬<아인슈타인의 과학여행>,국립대구과학관,대구특구,국립대구과학관 1층 사이언트리홀,"CT,기타",#전문성 #과학기술 #아인슈타인 #뮤지컬 #문화예술,2023-09-23,2023-09-23
